Continuous Case:
Configuration:
pho = 0.1
diff_thresold = 1e-5
train_error_threshold = 1e-5
   154       971    8623.25825544       0.08616874
   155       977    8618.06551788       0.09579430
   156       982    8613.87941989       0.12114616
   157       988    8608.37359490       0.08513131
   158       993    8602.95699601       0.10431691
   159       999    8593.11226308       0.10030695
   160      1005    8586.43195003       0.09610026
   161      1010    8583.04599736       0.08402235
   162      1015    8580.63298058       0.08573303
   163      1020    8576.50676441       0.07214348
   164      1025    8572.80695329       0.07323012
   165      1030    8569.21205715       0.07080683
   166      1035    8567.20009436       0.07892142
   167      1040    8564.84166160       0.07268282
   168      1045    8560.70480911       0.05503910
   169      1050    8558.01192911       0.07140817
   170      1055    8555.59229382       0.08429050
   171      1060    8553.49321667       0.05879722
   172      1064    8550.67872163       0.05933075
   173      1069    8548.00679953       0.05681600
   174      1074    8546.17228338       0.08091850
   175      1080    8543.80738135       0.06831481
   176      1085    8541.42200872       0.06151325
   177      1090    8538.00009585       0.06260028
   178      1095    8536.16507562       0.06328028
   179      1100    8534.87315975       0.06602595
   180      1106    8531.39835975       0.05996731
   181      1110    8529.77291267       0.04902053
   182      1114    8528.10034746       0.05723798
   183      1119    8527.12471660       0.05357660
   184      1124    8525.43979557       0.05511117
   185      1129    8523.42059813       0.05326504
   186      1134    8522.35827471       0.05666690
   187      1139    8521.25338163       0.04975681
   188      1144    8519.43656025       0.04677350
   189      1149    8517.96642121       0.06308644
   190      1154    8516.93888762       0.04699494
   191      1159    8515.51750620       0.04343860
   192      1164    8513.99946650       0.05875277
   193      1169    8512.97686998       0.05443974
   194      1174    8511.51677627       0.04589492
   195      1179    8509.55947260       0.05116410
   196      1184    8508.79182866       0.05076358
   197      1189    8507.45362469       0.05126836
   198      1194    8505.48083944       0.04912827
   199      1199    8504.44173506       0.05609047
   200      1204    8503.34417523       0.05317467
   201      1208    8502.64632401       0.03910096
   202      1212    8501.96643367       0.04882627
   203      1217    8500.25112977       0.04494316
   204      1221    8499.04461860       0.03641502
   205      1225    8497.83058260       0.05368654
   206      1230    8497.04499100       0.04264206
   207      1235    8495.97722317       0.03875054
   208      1239    8494.65236151       0.04075833
   209      1244    8493.69960513       0.04601734
   210      1249    8493.11113973       0.03842629
   211      1253    8491.98513083       0.03561910
   212      1257    8490.80957960       0.04153389
   213      1262    8490.10812971       0.04547461
   214      1267    8489.37970273       0.03899280
   215      1272    8488.14253522       0.04076418
   216      1277    8487.01049115       0.04415830
   217      1281    8486.38596842       0.04299922
   218      1286    8485.45456233       0.03827589
   219      1291    8484.61233365       0.04043585
   220      1296    8482.05140648       0.09806302
   221      1301    8480.65128609       0.04241559
   222      1306    8480.59655919       0.05130925
   223      1310    8479.77946010       0.03559414
   224      1314    8478.65082498       0.03633770
   225      1318    8478.19901024       0.03964717
   226      1323    8477.59545798       0.03424795
   227      1327    8476.58410644       0.03758873
   228      1332    8475.98946180       0.04253881
   229      1337    8475.40356577       0.03644068
   230      1342    8474.63981682       0.03298985
   231      1346    8474.02036649       0.03435522
   232      1351    8473.67617089       0.03381704
   233      1355    8472.99629051       0.02860412
   234      1359    8472.38155581       0.03555933
   235      1364    8471.96160861       0.03821324
   236      1368    8471.28178645       0.02968635
   237      1373    8470.52499318       0.03537675
   238      1378    8470.11163261       0.03824254
   239      1383    8469.47251641       0.03086716
   240      1387    8468.50066671       0.03265960
   241      1391    8468.28687351       0.02360032
   242      1395    8467.99455420       0.02517848
   243      1399    8467.56081251       0.02980508
   244      1403    8467.29779315       0.03124904
   245      1407    8466.58488380       0.03168614
   246      1411    8466.03711830       0.03416637
   247      1416    8465.71746270       0.03105418
   248      1420    8465.17936288       0.02397829
   249      1424    8464.87814482       0.02997235
   250      1428    8464.55258976       0.03254888
   251      1432    8464.02171607       0.02564572
   252      1437    8463.58961097       0.03414629
   253      1442    8463.21994758       0.03271078
   254      1446    8462.79148105       0.02371460
   255      1451    8462.34851927       0.03085315
   256      1456    8462.09139460       0.02797305
   257      1461    8461.68506399       0.02480750
   258      1466    8461.14769744       0.03441351
   259      1471    8460.87471000       0.02736863
   260      1475    8460.12098527       0.03974272
   261      1479    8459.65074497       0.02184491
   262      1483    8459.50563377       0.02835160
   263      1487    8459.03927046       0.02269837
   264      1491    8458.72693413       0.02755823
   265      1495    8458.50917528       0.02451213
   266      1499    8458.16688010       0.02187202
   267      1503    8457.86226029       0.02311873
   268      1507    8457.56003906       0.03004391
   269      1512    8457.29754576       0.02400690
   270      1516    8456.89407088       0.02135576
   271      1520    8456.62897263       0.02221168
   272      1524    8456.45197023       0.02460474
   273      1529    8456.20328253       0.01927477
   274      1533    8455.85125649       0.02090322
   275      1538    8455.63196609       0.02723979
   276      1543    8455.38083863       0.02320718
   277      1548    8455.09237080       0.01912864
   278      1552    8454.86715092       0.02005583
   279      1557    8454.69776195       0.02382787
   280      1562    8454.48917813       0.02156881
   281      1565    8454.31921806       0.01823560
   282      1569    8454.21732375       0.01752434
   283      1573    8454.04169836       0.01731938
   284      1577    8453.79233120       0.02068770
   285      1581    8453.53239799       0.02174666
   286      1585    8453.39651064       0.02073843
   287      1589    8453.15371106       0.01696429
   288      1593    8452.94035010       0.01795723
   289      1597    8452.75010268       0.02273320
   290      1602    8452.60742937       0.01872843
   291      1606    8452.28536177       0.01902913
   292      1611    8452.02609804       0.02148548
   293      1616    8451.86567514       0.02131891
   294      1621    8451.71169842       0.01722494
   295      1626    8451.48492147       0.01785461
   296      1630    8451.25846763       0.01946746
   297      1635    8451.11623507       0.02403869
   298      1640    8450.81006684       0.01904913
   299      1644    8450.55246240       0.02299682
   300      1649    8449.68717468       0.06643660
   301      1653    8449.11112328       0.02220701
   302      1657    8449.10083406       0.02579455
   303      1661    8448.83202005       0.01837451
   304      1665    8448.62734288       0.01695893
   305      1669    8448.47167694       0.02136090
   306      1673    8448.33143627       0.01835788
   307      1677    8448.16142198       0.01442721
   308      1681    8447.99903613       0.01724023
   309      1685    8447.87272779       0.02125602
   310      1690    8447.71466113       0.01540360
   311      1694    8447.49762479       0.01519356
   312      1698    8447.38034130       0.01947585
   313      1702    8447.26495178       0.01544953
   314      1706    8447.11661981       0.01460761
   315      1710    8446.94736897       0.01752549
   316      1715    8446.84471367       0.01885825
   317      1720    8446.67363365       0.01771699
   318      1724    8446.47767446       0.01536724
   319      1728    8446.33509636       0.01802983
   320      1733    8446.25623219       0.01277254
   321      1736    8446.21363528       0.01114307
   322      1739    8446.16867233       0.01273333
   323      1743    8445.96810619       0.01485294
   324      1747    8445.80842727       0.01626126
   325      1751    8445.63207044       0.01365719
   326      1755    8445.46841121       0.01496360
   327      1759    8445.30491608       0.01210875
   328      1763    8445.12215119       0.01693016
   329      1767    8444.95881303       0.01668653
   330      1771    8444.86030395       0.01850662
   331      1776    8444.69956713       0.01565490
   332      1781    8444.54031614       0.01373991
   333      1786    8444.36778957       0.01469062
   334      1791    8444.22330075       0.01486809
   335      1796    8444.01596576       0.02499958
   336      1801    8443.85610983       0.01718666
   337      1806    8443.54860782       0.03055553
   338      1812    8441.63906120       0.04326403
   339      1819    8440.28893839       0.04920192
   340      1826    8438.49196181       0.04068974
   341      1830    8437.73239786       0.04028530
   342      1834    8437.28081663       0.03504298
   343      1838    8436.60736343       0.03530564
   344      1842    8435.96235214       0.02616587
   345      1846    8435.70458160       0.03043299
   346      1851    8435.39209212       0.02135352
   347      1855    8435.13232242       0.01917577
   348      1859    8434.96205302       0.02229374
   349      1863    8434.83025735       0.01599537
   350      1867    8434.62850110       0.01759352
   351      1871    8434.44967322       0.02309180
   352      1875    8434.30910679       0.01707659
   353      1879    8434.09751209       0.01932493
   354      1883    8433.84802494       0.02444624
   355      1887    8433.70003095       0.01856825
   356      1891    8433.51575017       0.01520271
   357      1895    8433.39407542       0.01512781
   358      1899    8433.31480460       0.01752802
   359      1903    8433.16021456       0.01208839
   360      1906    8433.05885093       0.01539165
   361      1909    8433.01097320       0.01048116
   362      1912    8432.97608444       0.01307896
   363      1915    8432.92638320       0.01335461
   364      1919    8432.86474299       0.01090093
   365      1922    8432.78713691       0.01598255
   366      1926    8432.71313754       0.01528686
   367      1930    8432.58717519       0.01517723
   368      1934    8432.48834205       0.02096138
   369      1939    8432.32805720       0.01719887
   370      1944    8432.15578451       0.02192017
   371      1949    8432.03089016       0.01940095
   372      1953    8431.84368226       0.01665686
   373      1957    8431.74611644       0.01996770
   374      1962    8431.60884049       0.01584548
   375      1966    8431.43527508       0.02243664
   376      1971    8431.30687305       0.01957711
   377      1976    8431.03336593       0.02379616
   378      1981    8430.82496987       0.02869513
   379      1987    8430.52000429       0.02605116
   380      1993    8430.07273473       0.03379614
   381      1997    8429.89450152       0.01716509
